date,gold_price,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate,gold_price_after_1_day
2021-01-29,1850.3,90.58,52.2,1.071,0.07,2.13,1863.9
2021-02-01,1863.9,90.98,53.55,1.079,0.08,2.11,1833.4
2021-02-02,1833.4,91.2,54.76,1.095,0.08,2.15,1835.1
2021-02-03,1835.1,91.17,55.69,1.139,0.08,2.19,1791.2
2021-02-04,1791.2,91.53,56.23,1.136,0.08,2.17,1813.0
2021-02-05,1813.0,91.04,56.85,1.169,0.08,2.21,1834.2
2021-02-08,1834.2,90.93,57.97,1.176,0.07,2.22,1837.5
2021-02-09,1837.5,90.44,58.36,1.16,0.08,2.22,1842.7
2021-02-10,1842.7,90.37,58.68,1.124,0.08,2.21,1826.8
2021-02-11,1826.8,90.42,58.24,1.165,0.08,2.2,1823.2
2021-02-12,1823.2,90.48,59.47,1.21,0.08,2.21,1799.0
2021-02-16,1799.0,90.51,60.05,1.311,0.08,2.24,1772.8
2021-02-17,1772.8,90.95,61.14,1.282,0.08,2.21,1775.0
2021-02-18,1775.0,90.59,60.52,1.297,0.07,2.16,1777.4
2021-02-19,1777.4,90.36,59.24,1.34,0.07,2.14,1808.4
2021-02-22,1808.4,90.01,61.49,1.369,0.07,2.16,1805.9
2021-02-23,1805.9,90.17,61.67,1.343,0.07,2.16,1797.9
2021-02-24,1797.9,90.18,63.22,1.372,0.07,2.17,1776.9
2021-02-25,1776.9,90.13,63.53,1.53,0.07,2.14,1730.1
2021-02-26,1730.1,90.88,61.5,1.407,0.07,2.15,1724.4
2021-03-01,1724.4,91.04,60.64,1.426,0.07,2.16,1735.1
2021-03-02,1735.1,90.79,59.75,1.398,0.07,2.2,1717.3
2021-03-03,1717.3,90.95,61.28,1.484,0.07,2.21,1702.4
2021-03-04,1702.4,91.63,63.83,1.557,0.07,2.2,1700.3
2021-03-05,1700.3,91.98,66.09,1.577,0.07,2.22,1679.6
2021-03-08,1679.6,92.31,65.05,1.603,0.07,2.21,1718.5
2021-03-09,1718.5,91.96,64.01,1.528,0.07,2.21,1723.3
2021-03-10,1723.3,91.82,64.44,1.521,0.07,2.26,1723.9
2021-03-11,1723.9,91.42,66.02,1.535,0.07,2.28,1721.2
2021-03-12,1721.2,91.68,65.61,1.625,0.07,2.26,1730.6
2021-03-15,1730.6,91.83,65.39,1.607,0.07,2.27,1732.2
2021-03-16,1732.2,91.86,64.8,1.621,0.07,2.3,1728.4
2021-03-17,1728.4,91.44,64.6,1.646,0.07,2.3,1733.7
2021-03-18,1733.7,91.86,60.0,1.706,0.07,2.27,1742.9
2021-03-19,1742.9,91.92,61.42,1.73,0.07,2.31,1739.4
2021-03-22,1739.4,91.74,61.55,1.695,0.07,2.33,1726.4
2021-03-23,1726.4,92.34,57.76,1.622,0.07,2.29,1734.4
2021-03-24,1734.4,92.53,61.18,1.614,0.07,2.31,1726.3
2021-03-25,1726.3,92.53,58.56,1.633,0.07,2.32,1733.6
2021-03-26,1733.6,92.77,60.97,1.674,0.07,2.34,1713.6
2021-03-29,1713.6,92.94,61.56,1.717,0.07,2.36,1686.0
2021-03-30,1686.0,93.3,60.55,1.71,0.07,2.35,1715.6
2021-03-31,1715.6,93.23,59.16,1.744,0.06,2.37,1728.4
2021-04-01,1728.4,92.93,61.45,1.673,0.07,2.35,1735.7
2021-04-05,1728.8,92.6,58.65,1.707,0.07,2.35,1743.0
2021-04-06,1743.0,92.33,59.33,1.658,0.07,2.32,1741.6
2021-04-07,1741.6,92.46,59.77,1.679,0.07,2.34,1758.2
2021-04-08,1758.2,92.06,59.6,1.626,0.07,2.33,1744.8
2021-04-09,1744.8,92.16,59.32,1.662,0.07,2.31,1732.7
2021-04-12,1732.7,92.14,59.7,1.669,0.07,2.33,1747.6
2021-04-13,1747.6,91.85,60.18,1.62,0.07,2.33,1736.3
2021-04-14,1736.3,91.69,63.15,1.634,0.07,2.33,1766.8
2021-04-15,1766.8,91.69,63.46,1.574,0.07,2.33,1780.2
2021-04-16,1780.2,91.56,63.13,1.59,0.07,2.36,1770.6
2021-04-19,1770.6,91.07,63.38,1.61,0.07,2.34,1778.4
2021-04-20,1778.4,91.24,62.44,1.566,0.07,2.32,1793.1
2021-04-21,1793.1,91.15,61.35,1.559,0.07,2.33,1782.0
2021-04-22,1782.0,91.33,61.43,1.542,0.07,2.33,1777.8
2021-04-23,1777.8,90.86,62.14,1.559,0.07,2.34,1780.1
2021-04-26,1780.1,90.81,61.91,1.568,0.07,2.36,1778.8
2021-04-27,1778.8,90.91,62.94,1.625,0.07,2.39,1773.9
2021-04-28,1773.9,90.61,63.86,1.611,0.07,2.41,1769.4
2021-04-29,1769.4,90.61,65.01,1.641,0.06,2.42,1768.6
2021-04-30,1768.6,91.28,63.58,1.626,0.05,2.41,1792.6
2021-05-03,1792.6,90.94,64.49,1.599,0.06,2.42,1777.0
2021-05-04,1777.0,91.29,65.69,1.591,0.06,2.42,1785.3
2021-05-05,1785.3,91.31,65.63,1.571,0.06,2.47,1816.7
2021-05-06,1816.7,90.95,64.71,1.57,0.06,2.45,1832.4
2021-05-07,1832.4,90.23,64.9,1.579,0.06,2.49,1838.6
2021-05-10,1838.6,90.21,64.92,1.604,0.06,2.54,1837.0
2021-05-11,1837.0,90.14,65.28,1.622,0.06,2.53,1823.7
2021-05-12,1823.7,90.71,66.08,1.693,0.06,2.54,1825.0
2021-05-13,1825.0,90.75,63.82,1.659,0.06,2.51,1839.1
2021-05-14,1839.1,90.32,65.37,1.635,0.06,2.51,1868.5
2021-05-17,1868.5,90.16,66.27,1.652,0.06,2.54,1869.0
2021-05-18,1869.0,89.75,65.49,1.64,0.06,2.52,1882.3
2021-05-19,1882.3,90.19,63.36,1.676,0.06,2.48,1882.8
2021-05-20,1882.8,89.81,62.05,1.628,0.06,2.41,1877.6
2021-05-21,1877.6,90.02,63.58,1.623,0.06,2.43,1885.5
2021-05-24,1885.5,89.84,66.05,1.603,0.06,2.44,1899.0
2021-05-25,1899.0,89.64,66.07,1.56,0.06,2.42,1902.3
2021-05-26,1902.3,90.04,66.21,1.581,0.06,2.4,1898.5
2021-05-27,1898.5,89.97,66.85,1.606,0.06,2.42,1905.3
2021-05-28,1905.3,90.03,66.32,1.581,0.05,2.42,1905.0
2021-06-01,1905.0,89.83,67.72,1.606,0.06,2.46,1909.9
2021-06-02,1909.9,89.91,68.83,1.589,0.06,2.44,1873.3
2021-06-03,1873.3,90.51,68.81,1.625,0.06,2.42,1892.0
2021-06-04,1892.0,90.14,69.62,1.557,0.06,2.4,1898.8
2021-06-07,1898.8,89.95,69.23,1.569,0.06,2.39,1894.4
2021-06-08,1894.4,90.08,70.05,1.538,0.06,2.36,1895.5
2021-06-09,1895.5,90.12,69.96,1.492,0.06,2.32,1896.4
2021-06-10,1896.4,90.07,70.29,1.437,0.06,2.35,1879.6
2021-06-11,1879.6,90.56,70.91,1.454,0.06,2.32,1865.9
2021-06-14,1865.9,90.52,70.88,1.497,0.06,2.36,1856.4
2021-06-15,1856.4,90.54,72.12,1.489,0.06,2.38,1861.4
2021-06-16,1861.4,91.13,72.15,1.581,0.06,2.32,1774.8
2021-06-17,1774.8,91.89,71.04,1.511,0.1,2.27,1769.0
2021-06-18,1769.0,92.22,71.64,1.443,0.1,2.24,1782.9
2021-06-21,1782.9,91.9,73.66,1.497,0.1,2.25,1777.4
2021-06-22,1777.4,91.76,73.06,1.467,0.1,2.31,1783.4
2021-06-23,1783.4,91.8,73.08,1.485,0.1,2.34,1776.7
2021-06-24,1776.7,91.81,73.3,1.499,0.1,2.3,1777.8
2021-06-25,1777.8,91.85,74.05,1.524,0.1,2.34,1780.7
2021-06-28,1780.7,91.89,72.91,1.482,0.1,2.33,1764.5
2021-06-29,1764.5,92.05,72.98,1.475,0.1,2.32,1772.4
2021-06-30,1772.4,92.44,73.47,1.468,0.08,2.32,1777.6
2021-07-01,1777.6,92.6,75.23,1.459,0.1,2.35,1784.1
2021-07-02,1784.1,92.23,75.16,1.431,0.1,2.33,1794.2
2021-07-06,1795.0,92.55,73.37,1.352,0.1,2.31,1803.0
2021-07-07,1803.0,92.64,72.2,1.323,0.1,2.28,1801.1
2021-07-08,1801.1,92.42,72.94,1.294,0.1,2.22,1811.5
2021-07-09,1811.5,92.13,74.56,1.361,0.1,2.28,1806.8
2021-07-12,1806.8,92.26,74.1,1.368,0.1,2.33,1810.8
2021-07-13,1810.8,92.75,75.25,1.418,0.1,2.36,1825.9
2021-07-14,1825.9,92.41,73.13,1.349,0.1,2.34,1829.9
2021-07-15,1829.9,92.62,71.65,1.301,0.1,2.32,1815.9
2021-07-16,1815.9,92.69,71.81,1.3,0.1,2.33,1810.2
2021-07-19,1810.2,92.89,66.42,1.199,0.1,2.24,1812.3
2021-07-20,1812.3,92.97,67.42,1.222,0.1,2.26,1804.4
2021-07-21,1804.4,92.75,70.3,1.292,0.1,2.28,1806.5
2021-07-22,1806.5,92.82,71.91,1.277,0.1,2.28,1802.9
2021-07-23,1802.9,92.91,72.07,1.281,0.1,2.35,1800.4
2021-07-26,1800.4,92.65,71.91,1.295,0.1,2.4,1800.9
2021-07-27,1800.9,92.43,71.65,1.239,0.1,2.38,1800.8
2021-07-28,1800.8,92.32,72.39,1.238,0.1,2.41,1833.2
2021-07-29,1833.2,91.86,73.62,1.266,0.1,2.43,1814.5
2021-07-30,1814.5,92.17,73.95,1.226,0.07,2.4,1819.8
2021-08-02,1819.8,92.05,71.26,1.179,0.1,2.37,1811.7
2021-08-03,1811.7,92.08,70.56,1.174,0.1,2.38,1812.2
2021-08-04,1812.2,92.27,68.15,1.18,0.1,2.35,1806.6
2021-08-05,1806.6,92.24,69.09,1.225,0.1,2.33,1761.1
2021-08-06,1761.1,92.8,68.28,1.305,0.1,2.37,1724.4
2021-08-09,1724.4,92.94,66.48,1.325,0.1,2.37,1729.7
2021-08-10,1729.7,93.06,68.29,1.354,0.1,2.4,1751.2
2021-08-11,1751.2,92.92,69.25,1.335,0.1,2.42,1749.8
2021-08-12,1749.8,93.04,69.09,1.361,0.1,2.41,1776.0
2021-08-13,1776.0,92.52,68.44,1.283,0.1,2.37,1787.6
2021-08-16,1787.6,92.63,67.29,1.268,0.1,2.36,1785.7
2021-08-17,1785.7,93.13,66.59,1.267,0.1,2.33,1782.3
2021-08-18,1782.3,93.14,65.46,1.26,0.09,2.32,1780.9
2021-08-19,1780.9,93.57,63.69,1.243,0.09,2.28,1781.8
2021-08-20,1781.8,93.5,62.32,1.255,0.09,2.27,1804.0
2021-08-23,1804.0,92.96,65.64,1.253,0.09,2.27,1806.3
2021-08-24,1806.3,92.89,67.54,1.297,0.09,2.3,1788.8
2021-08-25,1788.8,92.82,68.36,1.349,0.09,2.35,1793.0
2021-08-26,1793.0,93.06,67.42,1.354,0.09,2.33,1817.2
2021-08-27,1817.2,92.69,68.74,1.31,0.08,2.39,1810.0
2021-08-30,1810.0,92.65,69.21,1.28,0.08,2.37,1816.9
2021-08-31,1816.9,92.63,68.5,1.307,0.06,2.33,1814.9
2021-09-01,1814.9,92.45,68.59,1.299,0.08,2.34,1810.4
2021-09-02,1810.4,92.22,69.99,1.285,0.08,2.32,1832.6
2021-09-03,1832.6,92.04,69.29,1.326,0.08,2.34,1798.5
2021-09-07,1797.4,92.51,68.35,1.377,0.08,2.36,1792.4
2021-09-08,1792.4,92.65,69.3,1.336,0.08,2.38,1798.9
2021-09-09,1798.9,92.48,68.14,1.297,0.08,2.38,1791.0
2021-09-10,1791.0,92.58,69.72,1.343,0.08,2.4,1793.3
2021-09-13,1793.3,92.68,70.45,1.326,0.08,2.37,1806.1
2021-09-14,1806.1,92.62,70.46,1.284,0.08,2.33,1793.7
2021-09-15,1793.7,92.55,72.61,1.304,0.08,2.35,1755.7
2021-09-16,1755.7,92.93,72.61,1.336,0.08,2.35,1750.5
2021-09-17,1750.5,93.19,71.97,1.363,0.08,2.33,1762.9
2021-09-20,1762.9,93.28,70.29,1.312,0.08,2.29,1777.3
2021-09-21,1777.3,93.2,70.56,1.328,0.08,2.29,1777.9
2021-09-22,1777.9,93.46,72.23,1.304,0.08,2.28,1748.9
2021-09-23,1748.9,93.03,73.3,1.435,0.08,2.31,1750.9
2021-09-24,1750.9,93.33,73.98,1.453,0.08,2.34,1751.4
2021-09-27,1751.4,93.38,75.45,1.491,0.08,2.35,1737.0
2021-09-28,1737.0,93.77,75.29,1.546,0.08,2.38,1722.9
2021-09-29,1722.9,94.34,74.83,1.524,0.08,2.37,1757.0
2021-09-30,1757.0,94.23,75.03,1.492,0.06,2.37,1758.4
2021-10-01,1758.4,94.04,75.88,1.465,0.08,2.38,1767.6
2021-10-04,1767.6,93.78,77.62,1.481,0.08,2.38,1760.9
2021-10-05,1760.9,93.97,78.93,1.528,0.08,2.45,1761.8
2021-10-06,1761.8,94.27,77.43,1.528,0.08,2.43,1759.2
2021-10-07,1759.2,94.22,78.3,1.576,0.08,2.46,1757.4
2021-10-08,1757.4,94.07,79.35,1.612,0.08,2.5,1755.7
2021-10-12,1759.3,94.52,80.64,1.572,0.08,2.49,1794.7
2021-10-13,1794.7,94.08,80.44,1.542,0.08,2.52,1797.9
2021-10-14,1797.9,93.96,81.31,1.516,0.08,2.52,1768.3
2021-10-15,1768.3,93.94,82.28,1.574,0.08,2.56,1765.7
2021-10-18,1765.7,93.95,82.44,1.591,0.08,2.54,1770.5
2021-10-19,1770.5,93.73,82.96,1.641,0.08,2.54,1784.9
2021-10-20,1784.9,93.56,83.87,1.66,0.08,2.57,1781.9
2021-10-21,1781.9,93.77,82.5,1.696,0.08,2.64,1796.3
2021-10-22,1796.3,93.64,83.76,1.638,0.08,2.64,1806.8
2021-10-25,1806.8,93.81,83.76,1.633,0.08,2.66,1793.4
2021-10-26,1793.4,93.95,84.65,1.61,0.08,2.69,1798.8
2021-10-27,1798.8,93.8,82.66,1.55,0.08,2.65,1803.6
2021-10-28,1803.6,93.35,82.81,1.578,0.08,2.57,1784.9
2021-10-29,1784.9,94.12,83.57,1.561,0.07,2.51,1796.9
2021-11-01,1796.9,93.88,84.05,1.561,0.08,2.5,1790.6
2021-11-02,1790.6,94.09,83.91,1.547,0.08,2.51,1765.1
2021-11-03,1765.1,93.86,80.86,1.603,0.08,2.53,1794.7
2021-11-04,1794.7,94.35,78.81,1.53,0.08,2.56,1818.0
2021-11-05,1818.0,94.32,81.27,1.455,0.08,2.54,1829.2
2021-11-08,1829.2,94.05,81.93,1.493,0.08,2.62,1832.0
2021-11-09,1832.0,93.96,84.15,1.439,0.08,2.63,1849.5
2021-11-10,1849.5,94.85,81.34,1.57,0.08,2.7,1865.2
2021-11-12,1869.7,95.13,80.79,1.57,0.08,2.73,1868.0
2021-11-15,1868.0,95.41,80.88,1.618,0.08,2.76,1855.4
2021-11-16,1855.4,95.92,80.76,1.64,0.08,2.73,1871.5
2021-11-17,1871.5,95.83,78.36,1.585,0.08,2.7,1862.7
2021-11-18,1862.7,95.54,79.01,1.587,0.08,2.73,1852.9
2021-11-19,1852.9,96.03,76.1,1.548,0.08,2.65,1807.7
2021-11-22,1807.7,96.55,76.75,1.632,0.08,2.61,1785.1
2021-11-23,1785.1,96.49,78.5,1.676,0.08,2.62,1785.6
2021-11-24,1785.6,96.88,78.39,1.643,0.08,2.61,1785.5
2021-11-26,1786.9,96.09,68.15,1.482,0.08,2.55,1785.2
2021-11-29,1785.2,96.34,69.95,1.502,0.08,2.54,1776.5
2021-11-30,1776.5,95.99,66.18,1.456,0.07,2.5,1784.3
2021-12-01,1784.3,96.03,65.57,1.404,0.08,2.44,1762.7
2021-12-02,1762.7,96.16,66.5,1.444,0.08,2.47,1783.9
2021-12-03,1783.9,96.12,66.26,1.356,0.08,2.43,1779.5
2021-12-06,1779.5,96.33,69.49,1.433,0.08,2.44,1784.7
2021-12-07,1784.7,96.37,72.05,1.482,0.08,2.47,1785.5
2021-12-08,1785.5,95.89,72.36,1.528,0.08,2.52,1776.7
2021-12-09,1776.7,96.27,70.94,1.497,0.08,2.47,1784.8
2021-12-10,1784.8,96.1,71.67,1.482,0.08,2.44,1788.3
2021-12-13,1788.3,96.32,71.29,1.414,0.08,2.4,1772.3
2021-12-14,1772.3,96.57,70.73,1.441,0.08,2.37,1764.5
2021-12-15,1764.5,96.51,70.87,1.458,0.08,2.39,1798.2
2021-12-16,1798.2,96.04,72.38,1.424,0.08,2.42,1804.9
2021-12-17,1804.9,96.57,70.86,1.407,0.08,2.38,1794.6
2021-12-20,1794.6,96.55,68.23,1.428,0.08,2.39,1788.7
2021-12-21,1788.7,96.49,71.12,1.467,0.08,2.44,1802.2
2021-12-22,1802.2,96.08,72.76,1.453,0.08,2.47,1811.7
2021-12-23,1811.7,96.02,73.79,1.493,0.08,2.47,1811.3000000000002
2021-12-27,1808.8,96.09,75.57,1.477,0.08,2.5,1810.9
2021-12-28,1810.9,96.2,75.98,1.484,0.08,2.5,1805.8
2021-12-29,1805.8,95.93,76.56,1.556,0.08,2.53,1815.3
2021-12-30,1815.3,95.97,76.99,1.507,0.08,2.58,1829.7
2021-12-31,1829.7,95.97,75.21,1.512,0.07,2.56,1801.1
2022-01-03,1801.1,96.21,76.08,1.637,0.08,2.6,1815.8
2022-01-04,1815.8,96.26,76.99,1.649,0.08,2.57,1826.6
2022-01-05,1826.6,96.17,77.85,1.7,0.08,2.53,1791.0
2022-01-06,1791.0,96.32,79.46,1.728,0.08,2.46,1799.3
2022-01-07,1799.3,95.72,78.9,1.765,0.08,2.48,1800.7
2022-01-10,1800.7,95.99,78.23,1.755,0.08,2.48,1820.4
2022-01-11,1820.4,95.62,81.22,1.746,0.08,2.54,1829.1
2022-01-12,1829.1,94.92,82.64,1.752,0.08,2.48,1823.3
2022-01-13,1823.3,94.79,82.12,1.701,0.08,2.43,1818.3
2022-01-14,1818.3,95.17,83.82,1.793,0.08,2.44,1812.4
2022-01-18,1814.1,95.73,85.43,1.875,0.08,2.46,1844.7
2022-01-19,1844.7,95.51,86.96,1.854,0.08,2.4,1844.3
2022-01-20,1844.3,95.74,86.9,1.811,0.08,2.33,1833.5
2022-01-21,1833.5,95.64,85.14,1.77,0.08,2.34,1843.4
2022-01-24,1843.4,95.92,83.31,1.776,0.08,2.38,1854.1
2022-01-25,1854.1,95.95,85.6,1.776,0.08,2.41,1831.0
2022-01-26,1831.0,96.39,87.35,1.873,0.08,2.38,1794.2
2022-01-27,1794.2,97.25,86.61,1.803,0.08,2.4,1786.6
2022-01-28,1786.6,97.27,86.82,1.778,0.08,2.44,1796.4
2022-01-31,1796.4,96.54,88.15,1.784,0.08,2.44,1801.5
2022-02-01,1801.5,96.39,88.2,1.795,0.08,2.43,1810.3
2022-02-02,1810.3,95.94,88.26,1.771,0.08,2.41,1804.1
2022-02-03,1804.1,95.38,90.27,1.836,0.08,2.38,1807.8
2022-02-04,1807.8,95.49,92.31,1.916,0.08,2.41,1821.8
2022-02-07,1821.8,95.4,91.32,1.919,0.08,2.4,1827.9
2022-02-08,1827.9,95.64,89.36,1.965,0.08,2.42,1836.6
2022-02-09,1836.6,95.49,89.66,1.945,0.08,2.42,1837.4
2022-02-10,1837.4,95.55,89.88,2.043,0.08,2.45,1842.1
2022-02-11,1842.1,96.08,93.1,1.918,0.08,2.43,1869.4
2022-02-14,1869.4,96.37,95.46,1.986,0.08,2.48,1856.2
2022-02-15,1856.2,95.99,92.07,2.043,0.08,2.48,1871.5
2022-02-16,1871.5,95.7,93.66,2.04,0.08,2.46,1902.0
2022-02-17,1902.0,95.8,91.76,1.968,0.08,2.43,1899.8
2022-02-18,1899.8,96.04,91.07,1.927,0.08,2.41,1907.4
2022-02-22,1907.4,96.03,92.35,1.944,0.08,2.45,1910.4
2022-02-23,1910.4,96.19,92.1,1.998,0.08,2.53,1926.3
2022-02-24,1926.3,97.14,92.81,1.97,0.08,2.55,1889.2
2022-02-25,1889.2,96.61,91.59,1.97,0.08,2.54,1902.2
2022-02-28,1902.2,96.71,95.72,1.822,0.08,2.62,1945.3
2022-03-01,1945.3,97.41,103.41,1.716,0.08,2.62,1924.6
2022-03-02,1924.6,97.39,110.6,1.878,0.08,2.71,1938.1
2022-03-03,1938.1,97.79,107.67,1.84,0.08,2.69,1968.9
2022-03-04,1968.9,98.65,115.68,1.737,0.08,2.67,1998.7
2022-03-07,1998.7,99.29,119.4,1.777,0.08,2.77,2046.3
2022-03-08,2046.3,99.06,123.7,1.84,0.08,2.9,1990.7
2022-03-09,1990.7,97.97,108.7,1.951,0.08,2.84,2002.9
2022-03-10,2002.9,98.51,106.02,1.993,0.08,2.86,1987.6
2022-03-11,1987.6,99.12,109.33,1.997,0.08,2.94,1963.4
2022-03-14,1963.4,99.0,103.01,2.142,0.08,2.93,1932.6
2022-03-15,1932.6,99.1,96.44,2.149,0.08,2.84,1911.9
2022-03-16,1911.9,98.62,95.04,2.192,0.08,2.8,1946.0
2022-03-17,1946.0,97.97,102.98,2.167,0.33,2.91,1931.7
2022-03-18,1931.7,98.23,104.7,2.153,0.33,2.86,1932.5
2022-03-21,1932.5,98.5,112.12,2.297,0.33,2.9,1924.4
2022-03-22,1924.4,98.49,111.76,2.381,0.33,2.91,1940.2
2022-03-23,1940.2,98.62,114.93,2.29,0.33,2.94,1964.9
2022-03-24,1964.9,98.79,112.34,2.37,0.33,2.92,1956.9
2022-03-25,1956.9,98.79,113.9,2.488,0.33,2.95,1942.3
2022-03-28,1942.3,99.09,105.96,2.466,0.33,2.95,1915.2
2022-03-29,1915.2,98.4,104.24,2.398,0.33,2.86,1939.0
2022-03-30,1939.0,97.79,107.82,2.358,0.33,2.86,1954.0
2022-03-31,1954.0,98.31,100.28,2.345,0.33,2.84,1923.7
2022-04-01,1923.7,98.63,99.27,2.389,0.33,2.8,1934.0
2022-04-04,1934.0,99.0,103.28,2.393,0.33,2.8,1927.5
2022-04-05,1927.5,99.47,101.96,2.554,0.33,2.84,1923.1
2022-04-06,1923.1,99.6,96.23,2.598,0.33,2.83,1937.8
2022-04-07,1937.8,99.75,96.03,2.665,0.33,2.82,1945.6
2022-04-08,1945.6,99.8,98.26,2.704,0.33,2.87,1948.2
2022-04-11,1948.2,99.93,94.29,2.774,0.33,2.91,1976.1
2022-04-12,1976.1,100.29,100.6,2.727,0.33,2.86,1984.7
2022-04-13,1984.7,99.88,104.25,2.703,0.33,2.8,1974.9
2022-04-14,1974.9,100.32,106.95,2.828,0.33,2.89,1966.95
2022-04-18,1986.4,100.78,108.21,2.857,0.33,2.92,1959.0
2022-04-19,1959.0,100.96,102.56,2.94,0.33,2.93,1955.6
2022-04-20,1955.6,100.39,102.75,2.834,0.33,2.92,1948.2
2022-04-21,1948.2,100.58,103.79,2.908,0.33,3.02,1934.3
2022-04-22,1934.3,101.22,102.07,2.905,0.33,2.98,1896.0
2022-04-25,1896.0,101.75,98.54,2.818,0.33,2.91,1904.1
2022-04-26,1904.1,102.3,101.7,2.728,0.33,2.85,1888.7
2022-04-27,1888.7,102.95,102.02,2.826,0.33,2.88,1894.8
2022-04-28,1894.8,103.62,105.36,2.832,0.33,2.97,1915.1
2022-04-29,1915.1,102.96,104.69,2.938,0.33,2.88,1867.0
2022-05-02,1867.0,103.74,105.17,2.977,0.33,2.81,1873.9
2022-05-03,1873.9,103.46,102.41,2.979,0.33,2.83,1872.1
2022-05-04,1872.1,102.59,107.81,2.946,0.33,2.86,1879.0
2022-05-05,1879.0,103.75,108.26,3.035,0.83,2.87,1886.2
2022-05-06,1886.2,103.66,109.77,3.142,0.83,2.86,1862.0
2022-05-09,1862.0,103.65,103.09,3.034,0.83,2.75,1844.4
2022-05-10,1844.4,103.92,99.76,2.989,0.83,2.65,1857.1
2022-05-11,1857.1,103.85,105.71,2.925,0.83,2.7,1827.9
2022-05-12,1827.9,104.85,106.13,2.855,0.83,2.59,1811.3
2022-05-13,1811.3,104.56,110.49,2.928,0.83,2.69,1816.8
2022-05-16,1816.8,104.19,114.2,2.886,0.83,2.68,1821.9
2022-05-17,1821.9,103.36,112.4,2.995,0.83,2.71,1819.0
2022-05-18,1819.0,103.81,109.59,2.884,0.83,2.72,1844.0
2022-05-19,1844.0,102.72,112.21,2.837,0.83,2.59,1844.7
2022-05-20,1844.7,103.15,113.23,2.788,0.83,2.55,1850.6
2022-05-23,1850.6,102.08,110.29,2.861,0.83,2.6,1868.4
2022-05-24,1868.4,101.86,109.77,2.754,0.83,2.55,1849.2
2022-05-25,1849.2,102.06,110.33,2.751,0.83,2.56,1850.6
2022-05-26,1850.6,101.83,114.09,2.742,0.83,2.62,1857.3
2022-05-27,1857.3,101.67,115.07,2.743,0.83,2.63,1848.4
2022-05-31,1848.4,101.75,114.67,2.849,0.83,2.64,1848.7
2022-06-01,1848.7,102.5,115.26,2.911,0.83,2.65,1871.4
2022-06-02,1871.4,101.82,116.87,2.913,0.83,2.66,1850.2
2022-06-03,1850.2,102.14,118.87,2.941,0.83,2.74,1843.7
2022-06-06,1843.7,102.44,118.5,3.04,0.83,2.76,1852.1
2022-06-07,1852.1,102.32,119.41,2.979,0.83,2.73,1856.5
2022-06-08,1856.5,102.54,122.11,3.027,0.83,2.75,1852.8
2022-06-09,1852.8,103.22,121.51,3.046,0.83,2.75,1875.5
2022-06-10,1875.5,104.15,120.67,3.165,0.83,2.76,1831.8
2022-06-13,1831.8,105.08,120.93,3.362,0.83,2.74,1813.5
2022-06-14,1813.5,105.52,118.93,3.479,0.83,2.6,1819.6
2022-06-15,1819.6,105.16,115.31,3.292,0.83,2.7,1849.9
2022-06-16,1849.9,103.63,117.59,3.195,1.58,2.62,1840.6
2022-06-17,1840.6,104.7,109.56,3.231,1.58,2.58,1838.8
2022-06-21,1838.8,104.43,110.65,3.279,1.58,2.61,1838.4
2022-06-22,1838.4,104.2,106.19,3.16,1.58,2.54,1829.8
2022-06-23,1829.8,104.43,104.27,3.089,1.58,2.5,1830.3
2022-06-24,1830.3,104.18,107.62,3.138,1.58,2.56,1824.8
2022-06-27,1824.8,103.94,109.57,3.202,1.58,2.55,1821.2
2022-06-28,1821.2,104.51,111.76,3.177,1.58,2.48,1822.0
2022-06-29,1822.0,105.11,109.78,3.087,1.58,2.36,1812.0
2022-06-30,1812.0,104.68,105.76,3.017,1.58,2.33,1805.9
2022-07-01,1805.9,105.14,108.43,2.889,1.58,2.34,1763.9
2022-07-05,1768.9,106.54,99.5,2.818,1.58,2.3,1741.3
2022-07-06,1741.3,107.1,98.53,2.934,1.58,2.29,1744.1
2022-07-07,1744.1,107.13,102.73,3.0,1.58,2.33,1746.7
2022-07-08,1746.7,107.01,104.79,3.08,1.58,2.37,1735.9
2022-07-11,1735.9,108.02,104.09,2.993,1.58,2.32,1728.9
2022-07-12,1728.9,108.07,95.84,2.971,1.58,2.32,1739.5
2022-07-13,1739.5,107.96,96.3,2.935,1.58,2.31,1709.9
2022-07-14,1709.9,108.54,95.78,2.958,1.58,2.34,1707.5
2022-07-15,1707.5,108.06,97.59,2.928,1.58,2.36,1713.8
2022-07-18,1713.8,107.37,102.6,2.989,1.58,2.37,1714.1
2022-07-19,1714.1,106.68,104.22,3.028,1.58,2.39,1703.9
2022-07-20,1703.9,107.08,102.26,3.03,1.58,2.38,1717.3
2022-07-21,1717.3,106.91,96.35,2.882,1.58,2.33,1731.4
2022-07-22,1731.4,106.73,94.7,2.754,1.58,2.34,1723.2
2022-07-25,1723.2,106.48,96.7,2.807,1.58,2.36,1721.9
2022-07-26,1721.9,107.19,94.98,2.803,1.58,2.36,1723.3
2022-07-27,1723.3,106.45,97.26,2.785,1.58,2.42,1759.0
2022-07-28,1759.0,106.35,96.42,2.671,2.33,2.48,1771.5
2022-07-29,1771.5,105.9,98.62,2.658,2.32,2.53,1777.6
